team,total_points,date,id,id_num,team_short
Belgium,1765.0,2020-02-20,id12833,12833,BEL
France,1733.0,2020-02-20,id12833,12833,FRA
Brazil,1712.0,2020-02-20,id12833,12833,BRA
England,1661.0,2020-02-20,id12833,12833,ENG
Uruguay,1645.0,2020-02-20,id12833,12833,URU
Croatia,1642.0,2020-02-20,id12833,12833,CRO
Portugal,1639.0,2020-02-20,id12833,12833,POR
Spain,1636.0,2020-02-20,id12833,12833,ESP
Argentina,1623.0,2020-02-20,id12833,12833,ARG
Colombia,1622.0,2020-02-20,id12833,12833,COL
Mexico,1621.0,2020-02-20,id12833,12833,MEX
Switzerland,1608.0,2020-02-20,id12833,12833,SUI
Italy,1607.0,2020-02-20,id12833,12833,ITA
Netherlands,1604.0,2020-02-20,id12833,12833,NED
Germany,1602.0,2020-02-20,id12833,12833,GER
Denmark,1598.0,2020-02-20,id12833,12833,DEN
Sweden,1579.0,2020-02-20,id12833,12833,SWE
Chile,1579.0,2020-02-20,id12833,12833,CHI
Poland,1559.0,2020-02-20,id12833,12833,POL
Senegal,1555.0,2020-02-20,id12833,12833,SEN
Peru,1544.0,2020-02-20,id12833,12833,PER
USA,1542.0,2020-02-20,id12833,12833,USA
Wales,1540.0,2020-02-20,id12833,12833,WAL
Ukraine,1537.0,2020-02-20,id12833,12833,UKR
Venezuela,1517.0,2020-02-20,id12833,12833,VEN
Austria,1507.0,2020-02-20,id12833,12833,AUT
Tunisia,1506.0,2020-02-20,id12833,12833,TUN
Japan,1500.0,2020-02-20,id12833,12833,JPN
Turkey,1494.0,2020-02-20,id12833,12833,TUR
Serbia,1494.0,2020-02-20,id12833,12833,SRB
Nigeria,1493.0,2020-02-20,id12833,12833,NGA
Slovakia,1490.0,2020-02-20,id12833,12833,SVK
IR Iran,1489.0,2020-02-20,id12833,12833,IRN
Republic of Ireland,1486.0,2020-02-20,id12833,12833,IRL
Algeria,1482.0,2020-02-20,id12833,12833,ALG
Northern Ireland,1476.0,2020-02-20,id12833,12833,NIR
Romania,1475.0,2020-02-20,id12833,12833,ROU
Russia,1470.0,2020-02-20,id12833,12833,RUS
Iceland,1465.0,2020-02-20,id12833,12833,ISL
Korea Republic,1464.0,2020-02-20,id12833,12833,KOR
Paraguay,1461.0,2020-02-20,id12833,12833,PAR
Australia,1457.0,2020-02-20,id12833,12833,AUS
Morocco,1456.0,2020-02-20,id12833,12833,MAR
Norway,1451.0,2020-02-20,id12833,12833,NOR
Czech Republic,1446.0,2020-02-20,id12833,12833,CZE
Costa Rica,1439.0,2020-02-20,id12833,12833,CRC
Ghana,1439.0,2020-02-20,id12833,12833,GHA
Jamaica,1437.0,2020-02-20,id12833,12833,JAM
Bosnia and Herzegovina,1430.0,2020-02-20,id12833,12833,BIH
Scotland,1422.0,2020-02-20,id12833,12833,SCO
Egypt,1420.0,2020-02-20,id12833,12833,EGY
Hungary,1416.0,2020-02-20,id12833,12833,HUN
Cameroon,1413.0,2020-02-20,id12833,12833,CMR
Greece,1409.0,2020-02-20,id12833,12833,GRE
Qatar,1396.0,2020-02-20,id12833,12833,QAT
Mali,1389.0,2020-02-20,id12833,12833,MLI
Congo DR,1389.0,2020-02-20,id12833,12833,COD
Finland,1386.0,2020-02-20,id12833,12833,FIN
Bulgaria,1381.0,2020-02-20,id12833,12833,BUL
Burkina Faso,1381.0,2020-02-20,id12833,12833,BFA
Côte d'Ivoire,1378.0,2020-02-20,id12833,12833,CIV
Honduras,1377.0,2020-02-20,id12833,12833,HON
Ecuador,1368.0,2020-02-20,id12833,12833,ECU
Montenegro,1365.0,2020-02-20,id12833,12833,MNE
Slovenia,1365.0,2020-02-20,id12833,12833,SVN
Albania,1356.0,2020-02-20,id12833,12833,ALB
Saudi Arabia,1351.0,2020-02-20,id12833,12833,KSA
North Macedonia,1347.0,2020-02-20,id12833,12833,MKD
El Salvador,1346.0,2020-02-20,id12833,12833,SLV
Iraq,1344.0,2020-02-20,id12833,12833,IRQ
United Arab Emirates,1334.0,2020-02-20,id12833,12833,UAE
South Africa,1334.0,2020-02-20,id12833,12833,RSA
Canada,1332.0,2020-02-20,id12833,12833,CAN
Guinea,1328.0,2020-02-20,id12833,12833,GUI
Bolivia,1324.0,2020-02-20,id12833,12833,BOL
China PR,1323.0,2020-02-20,id12833,12833,CHN
Uganda,1321.0,2020-02-20,id12833,12833,UGA
Cabo Verde,1318.0,2020-02-20,id12833,12833,CPV
Syria,1314.0,2020-02-20,id12833,12833,SYR
Curaçao,1313.0,2020-02-20,id12833,12833,CUW
Panama,1304.0,2020-02-20,id12833,12833,PAN
Oman,1303.0,2020-02-20,id12833,12833,OMA
Gabon,1297.0,2020-02-20,id12833,12833,GAB
Benin,1295.0,2020-02-20,id12833,12833,BEN
Uzbekistan,1289.0,2020-02-20,id12833,12833,UZB
Haiti,1285.0,2020-02-20,id12833,12833,HAI
Belarus,1280.0,2020-02-20,id12833,12833,BLR
Zambia,1279.0,2020-02-20,id12833,12833,ZAM
Congo,1269.0,2020-02-20,id12833,12833,CGO
Lebanon,1269.0,2020-02-20,id12833,12833,LBN
Georgia,1267.0,2020-02-20,id12833,12833,GEO
Madagascar,1267.0,2020-02-20,id12833,12833,MAD
Israel,1260.0,2020-02-20,id12833,12833,ISR
Vietnam,1258.0,2020-02-20,id12833,12833,VIE
Cyprus,1251.0,2020-02-20,id12833,12833,CYP
Kyrgyz Republic,1240.0,2020-02-20,id12833,12833,KGZ
Jordan,1238.0,2020-02-20,id12833,12833,JOR
Luxembourg,1236.0,2020-02-20,id12833,12833,LUX
Bahrain,1225.0,2020-02-20,id12833,12833,BHR
Mauritania,1223.0,2020-02-20,id12833,12833,MTN
Libya,1215.0,2020-02-20,id12833,12833,LBY
Armenia,1213.0,2020-02-20,id12833,12833,ARM
Palestine,1204.0,2020-02-20,id12833,12833,PLE
Estonia,1202.0,2020-02-20,id12833,12833,EST
Trinidad and Tobago,1201.0,2020-02-20,id12833,12833,TRI
Mozambique,1200.0,2020-02-20,id12833,12833,MOZ
Kenya,1199.0,2020-02-20,id12833,12833,KEN
India,1187.0,2020-02-20,id12833,12833,IND
Central African Republic,1184.0,2020-02-20,id12833,12833,CTA
Faroe Islands,1181.0,2020-02-20,id12833,12833,FRO
Zimbabwe,1180.0,2020-02-20,id12833,12833,ZIM
Niger,1179.0,2020-02-20,id12833,12833,NIG
Thailand,1178.0,2020-02-20,id12833,12833,THA
Azerbaijan,1177.0,2020-02-20,id12833,12833,AZE
Kosovo,1174.0,2020-02-20,id12833,12833,KOS
Korea DPR,1170.0,2020-02-20,id12833,12833,PRK
Namibia,1160.0,2020-02-20,id12833,12833,NAM
Kazakhstan,1155.0,2020-02-20,id12833,12833,KAZ
Sierra Leone,1155.0,2020-02-20,id12833,12833,SLE
Guinea-Bissau,1155.0,2020-02-20,id12833,12833,GNB
Tajikistan,1152.0,2020-02-20,id12833,12833,TJK
New Zealand,1149.0,2020-02-20,id12833,12833,NZL
Malawi,1141.0,2020-02-20,id12833,12833,MWI
Angola,1136.0,2020-02-20,id12833,12833,ANG
Philippines,1136.0,2020-02-20,id12833,12833,PHI
Antigua and Barbuda,1127.0,2020-02-20,id12833,12833,ATG
Togo,1127.0,2020-02-20,id12833,12833,TOG
Sudan,1112.0,2020-02-20,id12833,12833,SDN
Turkmenistan,1107.0,2020-02-20,id12833,12833,TKM
Guatemala,1106.0,2020-02-20,id12833,12833,GUA
Rwanda,1089.0,2020-02-20,id12833,12833,RWA
Lithuania,1089.0,2020-02-20,id12833,12833,LTU
Comoros,1088.0,2020-02-20,id12833,12833,COM
Tanzania,1086.0,2020-02-20,id12833,12833,TAN
Andorra,1082.0,2020-02-20,id12833,12833,AND
Myanmar,1081.0,2020-02-20,id12833,12833,MYA
Latvia,1079.0,2020-02-20,id12833,12833,LVA
Chinese Taipei,1078.0,2020-02-20,id12833,12833,TPE
Lesotho,1074.0,2020-02-20,id12833,12833,LES
St. Kitts and Nevis,1074.0,2020-02-20,id12833,12833,SKN
Suriname,1073.0,2020-02-20,id12833,12833,SUR
Solomon Islands,1073.0,2020-02-20,id12833,12833,SOL
Hong Kong,1072.0,2020-02-20,id12833,12833,HKG
Yemen,1071.0,2020-02-20,id12833,12833,YEM
Equatorial Guinea,1066.0,2020-02-20,id12833,12833,EQG
Ethiopia,1061.0,2020-02-20,id12833,12833,ETH
Kuwait,1060.0,2020-02-20,id12833,12833,KUW
Botswana,1055.0,2020-02-20,id12833,12833,BOT
Burundi,1052.0,2020-02-20,id12833,12833,BDI
Afghanistan,1052.0,2020-02-20,id12833,12833,AFG
Nicaragua,1050.0,2020-02-20,id12833,12833,NCA
Liberia,1047.0,2020-02-20,id12833,12833,LBR
Eswatini,1042.0,2020-02-20,id12833,12833,SWZ
Malaysia,1040.0,2020-02-20,id12833,12833,MAS
Maldives,1038.0,2020-02-20,id12833,12833,MDV
New Caledonia,1035.0,2020-02-20,id12833,12833,NCL
Singapore,1020.0,2020-02-20,id12833,12833,SGP
Dominican Republic,1019.0,2020-02-20,id12833,12833,DOM
Grenada,1015.0,2020-02-20,id12833,12833,GRN
Gambia,1015.0,2020-02-20,id12833,12833,GAM
Tahiti,1014.0,2020-02-20,id12833,12833,TAH
Barbados,1009.0,2020-02-20,id12833,12833,BRB
Vanuatu,996.0,2020-02-20,id12833,12833,VAN
Fiji,996.0,2020-02-20,id12833,12833,FIJ
Papua New Guinea,991.0,2020-02-20,id12833,12833,PNG
Guyana,988.0,2020-02-20,id12833,12833,GUY
St. Vincent and the Grenadines,986.0,2020-02-20,id12833,12833,VIN
Bermuda,984.0,2020-02-20,id12833,12833,BER
South Sudan,983.0,2020-02-20,id12833,12833,SSD
Nepal,974.0,2020-02-20,id12833,12833,NEP
Belize,974.0,2020-02-20,id12833,12833,BLZ
Mauritius,965.0,2020-02-20,id12833,12833,MRI
Indonesia,964.0,2020-02-20,id12833,12833,IDN
Cambodia,964.0,2020-02-20,id12833,12833,CAM
Moldova,959.0,2020-02-20,id12833,12833,MDA
St. Lucia,953.0,2020-02-20,id12833,12833,LCA
Chad,943.0,2020-02-20,id12833,12833,CHA
Puerto Rico,941.0,2020-02-20,id12833,12833,PUR
Cuba,936.0,2020-02-20,id12833,12833,CUB
Liechtenstein,926.0,2020-02-20,id12833,12833,LIE
São Tomé and Príncipe,923.0,2020-02-20,id12833,12833,STP
Macau,922.0,2020-02-20,id12833,12833,MAC
Montserrat,921.0,2020-02-20,id12833,12833,MSR
Djibouti,919.0,2020-02-20,id12833,12833,DJI
Malta,919.0,2020-02-20,id12833,12833,MLT
Dominica,919.0,2020-02-20,id12833,12833,DMA
Bangladesh,914.0,2020-02-20,id12833,12833,BAN
Laos,912.0,2020-02-20,id12833,12833,LAO
Bhutan,911.0,2020-02-20,id12833,12833,BHU
Mongolia,906.0,2020-02-20,id12833,12833,MNG
Brunei Darussalam,904.0,2020-02-20,id12833,12833,BRU
American Samoa,900.0,2020-02-20,id12833,12833,ASA
Cayman Islands,897.0,2020-02-20,id12833,12833,CAY
Samoa,894.0,2020-02-20,id12833,12833,SAM
Bahamas,880.0,2020-02-20,id12833,12833,BAH
Timor-Leste,879.0,2020-02-20,id12833,12833,TLS
Gibraltar,879.0,2020-02-20,id12833,12833,GIB
Somalia,879.0,2020-02-20,id12833,12833,SOM
Guam,873.0,2020-02-20,id12833,12833,GUM
Pakistan,867.0,2020-02-20,id12833,12833,PAK
Aruba,867.0,2020-02-20,id12833,12833,ARU
Seychelles,866.0,2020-02-20,id12833,12833,SEY
Tonga,862.0,2020-02-20,id12833,12833,TGA
Turks and Caicos Islands,862.0,2020-02-20,id12833,12833,TCA
Eritrea,856.0,2020-02-20,id12833,12833,ERI
Sri Lanka,853.0,2020-02-20,id12833,12833,SRI
US Virgin Islands,844.0,2020-02-20,id12833,12833,VIR
British Virgin Islands,842.0,2020-02-20,id12833,12833,VGB
San Marino,824.0,2020-02-20,id12833,12833,SMR
Anguilla,821.0,2020-02-20,id12833,12833,AIA
Belgium,1765.0,2020-04-09,id12882,12882,BEL
France,1733.0,2020-04-09,id12882,12882,FRA
Brazil,1712.0,2020-04-09,id12882,12882,BRA
England,1661.0,2020-04-09,id12882,12882,ENG
Uruguay,1645.0,2020-04-09,id12882,12882,URU
Croatia,1642.0,2020-04-09,id12882,12882,CRO
Portugal,1639.0,2020-04-09,id12882,12882,POR
Spain,1636.0,2020-04-09,id12882,12882,ESP
Argentina,1623.0,2020-04-09,id12882,12882,ARG
Colombia,1622.0,2020-04-09,id12882,12882,COL
Mexico,1621.0,2020-04-09,id12882,12882,MEX
Switzerland,1608.0,2020-04-09,id12882,12882,SUI
Italy,1607.0,2020-04-09,id12882,12882,ITA
Netherlands,1604.0,2020-04-09,id12882,12882,NED
Germany,1602.0,2020-04-09,id12882,12882,GER
Denmark,1598.0,2020-04-09,id12882,12882,DEN
Chile,1579.0,2020-04-09,id12882,12882,CHI
Sweden,1579.0,2020-04-09,id12882,12882,SWE
Poland,1559.0,2020-04-09,id12882,12882,POL
Senegal,1555.0,2020-04-09,id12882,12882,SEN
Peru,1544.0,2020-04-09,id12882,12882,PER
USA,1542.0,2020-04-09,id12882,12882,USA
Wales,1540.0,2020-04-09,id12882,12882,WAL
Ukraine,1537.0,2020-04-09,id12882,12882,UKR
Venezuela,1517.0,2020-04-09,id12882,12882,VEN
Austria,1507.0,2020-04-09,id12882,12882,AUT
Tunisia,1506.0,2020-04-09,id12882,12882,TUN
Japan,1500.0,2020-04-09,id12882,12882,JPN
Turkey,1494.0,2020-04-09,id12882,12882,TUR
Serbia,1494.0,2020-04-09,id12882,12882,SRB
Nigeria,1493.0,2020-04-09,id12882,12882,NGA
Slovakia,1490.0,2020-04-09,id12882,12882,SVK
IR Iran,1489.0,2020-04-09,id12882,12882,IRN
Republic of Ireland,1486.0,2020-04-09,id12882,12882,IRL
Algeria,1482.0,2020-04-09,id12882,12882,ALG
Northern Ireland,1476.0,2020-04-09,id12882,12882,NIR
Romania,1475.0,2020-04-09,id12882,12882,ROU
Russia,1470.0,2020-04-09,id12882,12882,RUS
Iceland,1465.0,2020-04-09,id12882,12882,ISL
Korea Republic,1464.0,2020-04-09,id12882,12882,KOR
Paraguay,1461.0,2020-04-09,id12882,12882,PAR
Australia,1457.0,2020-04-09,id12882,12882,AUS
Morocco,1456.0,2020-04-09,id12882,12882,MAR
Norway,1451.0,2020-04-09,id12882,12882,NOR
Czech Republic,1446.0,2020-04-09,id12882,12882,CZE
Costa Rica,1439.0,2020-04-09,id12882,12882,CRC
Ghana,1439.0,2020-04-09,id12882,12882,GHA
Jamaica,1438.0,2020-04-09,id12882,12882,JAM
Bosnia and Herzegovina,1430.0,2020-04-09,id12882,12882,BIH
Scotland,1422.0,2020-04-09,id12882,12882,SCO
Egypt,1420.0,2020-04-09,id12882,12882,EGY
Hungary,1416.0,2020-04-09,id12882,12882,HUN
Cameroon,1413.0,2020-04-09,id12882,12882,CMR
Greece,1409.0,2020-04-09,id12882,12882,GRE
Qatar,1396.0,2020-04-09,id12882,12882,QAT
Mali,1389.0,2020-04-09,id12882,12882,MLI
Congo DR,1389.0,2020-04-09,id12882,12882,COD
Finland,1386.0,2020-04-09,id12882,12882,FIN
Burkina Faso,1381.0,2020-04-09,id12882,12882,BFA
Bulgaria,1381.0,2020-04-09,id12882,12882,BUL
Côte d'Ivoire,1378.0,2020-04-09,id12882,12882,CIV
Honduras,1377.0,2020-04-09,id12882,12882,HON
Ecuador,1368.0,2020-04-09,id12882,12882,ECU
Slovenia,1365.0,2020-04-09,id12882,12882,SVN
Montenegro,1365.0,2020-04-09,id12882,12882,MNE
Albania,1356.0,2020-04-09,id12882,12882,ALB
Saudi Arabia,1351.0,2020-04-09,id12882,12882,KSA
North Macedonia,1347.0,2020-04-09,id12882,12882,MKD
El Salvador,1346.0,2020-04-09,id12882,12882,SLV
Iraq,1344.0,2020-04-09,id12882,12882,IRQ
United Arab Emirates,1334.0,2020-04-09,id12882,12882,UAE
South Africa,1334.0,2020-04-09,id12882,12882,RSA
Canada,1332.0,2020-04-09,id12882,12882,CAN
Guinea,1328.0,2020-04-09,id12882,12882,GUI
Bolivia,1324.0,2020-04-09,id12882,12882,BOL
China PR,1323.0,2020-04-09,id12882,12882,CHN
Uganda,1321.0,2020-04-09,id12882,12882,UGA
Cabo Verde,1318.0,2020-04-09,id12882,12882,CPV
Syria,1314.0,2020-04-09,id12882,12882,SYR
Curaçao,1313.0,2020-04-09,id12882,12882,CUW
Panama,1305.0,2020-04-09,id12882,12882,PAN
Oman,1303.0,2020-04-09,id12882,12882,OMA
Gabon,1297.0,2020-04-09,id12882,12882,GAB
Benin,1295.0,2020-04-09,id12882,12882,BEN
Uzbekistan,1286.0,2020-04-09,id12882,12882,UZB
Haiti,1285.0,2020-04-09,id12882,12882,HAI
Belarus,1283.0,2020-04-09,id12882,12882,BLR
Zambia,1279.0,2020-04-09,id12882,12882,ZAM
Congo,1269.0,2020-04-09,id12882,12882,CGO
Lebanon,1269.0,2020-04-09,id12882,12882,LBN
Madagascar,1267.0,2020-04-09,id12882,12882,MAD
Georgia,1267.0,2020-04-09,id12882,12882,GEO
Israel,1260.0,2020-04-09,id12882,12882,ISR
Vietnam,1258.0,2020-04-09,id12882,12882,VIE
Cyprus,1251.0,2020-04-09,id12882,12882,CYP
Kyrgyz Republic,1240.0,2020-04-09,id12882,12882,KGZ
Jordan,1238.0,2020-04-09,id12882,12882,JOR
Luxembourg,1236.0,2020-04-09,id12882,12882,LUX
Bahrain,1225.0,2020-04-09,id12882,12882,BHR
Mauritania,1223.0,2020-04-09,id12882,12882,MTN
Libya,1215.0,2020-04-09,id12882,12882,LBY
Armenia,1213.0,2020-04-09,id12882,12882,ARM
Palestine,1204.0,2020-04-09,id12882,12882,PLE
Estonia,1202.0,2020-04-09,id12882,12882,EST
Trinidad and Tobago,1201.0,2020-04-09,id12882,12882,TRI
Mozambique,1200.0,2020-04-09,id12882,12882,MOZ
Kenya,1199.0,2020-04-09,id12882,12882,KEN
India,1187.0,2020-04-09,id12882,12882,IND
Central African Republic,1184.0,2020-04-09,id12882,12882,CTA
Faroe Islands,1181.0,2020-04-09,id12882,12882,FRO
Zimbabwe,1180.0,2020-04-09,id12882,12882,ZIM
Niger,1179.0,2020-04-09,id12882,12882,NIG
Thailand,1178.0,2020-04-09,id12882,12882,THA
Azerbaijan,1177.0,2020-04-09,id12882,12882,AZE
Kosovo,1174.0,2020-04-09,id12882,12882,KOS
Korea DPR,1170.0,2020-04-09,id12882,12882,PRK
Namibia,1160.0,2020-04-09,id12882,12882,NAM
Kazakhstan,1155.0,2020-04-09,id12882,12882,KAZ
Sierra Leone,1155.0,2020-04-09,id12882,12882,SLE
Guinea-Bissau,1155.0,2020-04-09,id12882,12882,GNB
Tajikistan,1152.0,2020-04-09,id12882,12882,TJK
New Zealand,1149.0,2020-04-09,id12882,12882,NZL
Malawi,1141.0,2020-04-09,id12882,12882,MWI
Philippines,1136.0,2020-04-09,id12882,12882,PHI
Angola,1136.0,2020-04-09,id12882,12882,ANG
Antigua and Barbuda,1127.0,2020-04-09,id12882,12882,ATG
Togo,1127.0,2020-04-09,id12882,12882,TOG
Sudan,1112.0,2020-04-09,id12882,12882,SDN
Turkmenistan,1107.0,2020-04-09,id12882,12882,TKM
Guatemala,1104.0,2020-04-09,id12882,12882,GUA
Lithuania,1089.0,2020-04-09,id12882,12882,LTU
Rwanda,1089.0,2020-04-09,id12882,12882,RWA
Comoros,1088.0,2020-04-09,id12882,12882,COM
Tanzania,1086.0,2020-04-09,id12882,12882,TAN
Andorra,1082.0,2020-04-09,id12882,12882,AND
Myanmar,1081.0,2020-04-09,id12882,12882,MYA
Latvia,1079.0,2020-04-09,id12882,12882,LVA
Chinese Taipei,1078.0,2020-04-09,id12882,12882,TPE
Lesotho,1074.0,2020-04-09,id12882,12882,LES
St. Kitts and Nevis,1074.0,2020-04-09,id12882,12882,SKN
Suriname,1073.0,2020-04-09,id12882,12882,SUR
Solomon Islands,1073.0,2020-04-09,id12882,12882,SOL
Hong Kong,1072.0,2020-04-09,id12882,12882,HKG
Yemen,1071.0,2020-04-09,id12882,12882,YEM
Equatorial Guinea,1066.0,2020-04-09,id12882,12882,EQG
Ethiopia,1061.0,2020-04-09,id12882,12882,ETH
Kuwait,1060.0,2020-04-09,id12882,12882,KUW
Botswana,1055.0,2020-04-09,id12882,12882,BOT
Afghanistan,1052.0,2020-04-09,id12882,12882,AFG
Burundi,1052.0,2020-04-09,id12882,12882,BDI
Nicaragua,1051.0,2020-04-09,id12882,12882,NCA
Liberia,1047.0,2020-04-09,id12882,12882,LBR
Eswatini,1042.0,2020-04-09,id12882,12882,SWZ
Malaysia,1040.0,2020-04-09,id12882,12882,MAS
Maldives,1038.0,2020-04-09,id12882,12882,MDV
New Caledonia,1035.0,2020-04-09,id12882,12882,NCL
Singapore,1020.0,2020-04-09,id12882,12882,SGP
Dominican Republic,1019.0,2020-04-09,id12882,12882,DOM
Gambia,1015.0,2020-04-09,id12882,12882,GAM
Grenada,1015.0,2020-04-09,id12882,12882,GRN
Tahiti,1014.0,2020-04-09,id12882,12882,TAH
Barbados,1009.0,2020-04-09,id12882,12882,BRB
Fiji,996.0,2020-04-09,id12882,12882,FIJ
Vanuatu,996.0,2020-04-09,id12882,12882,VAN
Papua New Guinea,991.0,2020-04-09,id12882,12882,PNG
Guyana,988.0,2020-04-09,id12882,12882,GUY
St. Vincent and the Grenadines,986.0,2020-04-09,id12882,12882,VIN
South Sudan,983.0,2020-04-09,id12882,12882,SSD
Bermuda,983.0,2020-04-09,id12882,12882,BER
Nepal,974.0,2020-04-09,id12882,12882,NEP
Belize,974.0,2020-04-09,id12882,12882,BLZ
Mauritius,965.0,2020-04-09,id12882,12882,MRI
Indonesia,964.0,2020-04-09,id12882,12882,IDN
Cambodia,964.0,2020-04-09,id12882,12882,CAM
Moldova,959.0,2020-04-09,id12882,12882,MDA
St. Lucia,953.0,2020-04-09,id12882,12882,LCA
Chad,943.0,2020-04-09,id12882,12882,CHA
Puerto Rico,941.0,2020-04-09,id12882,12882,PUR
Cuba,936.0,2020-04-09,id12882,12882,CUB
Liechtenstein,926.0,2020-04-09,id12882,12882,LIE
São Tomé and Príncipe,923.0,2020-04-09,id12882,12882,STP
Macau,922.0,2020-04-09,id12882,12882,MAC
Montserrat,921.0,2020-04-09,id12882,12882,MSR
Malta,919.0,2020-04-09,id12882,12882,MLT
Djibouti,919.0,2020-04-09,id12882,12882,DJI
Dominica,919.0,2020-04-09,id12882,12882,DMA
Bangladesh,914.0,2020-04-09,id12882,12882,BAN
Laos,912.0,2020-04-09,id12882,12882,LAO
Bhutan,911.0,2020-04-09,id12882,12882,BHU
Mongolia,906.0,2020-04-09,id12882,12882,MNG
Brunei Darussalam,904.0,2020-04-09,id12882,12882,BRU
American Samoa,900.0,2020-04-09,id12882,12882,ASA
Cayman Islands,897.0,2020-04-09,id12882,12882,CAY
Samoa,894.0,2020-04-09,id12882,12882,SAM
Bahamas,880.0,2020-04-09,id12882,12882,BAH
Timor-Leste,879.0,2020-04-09,id12882,12882,TLS
Gibraltar,879.0,2020-04-09,id12882,12882,GIB
Somalia,879.0,2020-04-09,id12882,12882,SOM
Guam,873.0,2020-04-09,id12882,12882,GUM
Aruba,867.0,2020-04-09,id12882,12882,ARU
Pakistan,867.0,2020-04-09,id12882,12882,PAK
Seychelles,866.0,2020-04-09,id12882,12882,SEY
Tonga,862.0,2020-04-09,id12882,12882,TGA
Turks and Caicos Islands,862.0,2020-04-09,id12882,12882,TCA
Eritrea,856.0,2020-04-09,id12882,12882,ERI
Sri Lanka,853.0,2020-04-09,id12882,12882,SRI
US Virgin Islands,844.0,2020-04-09,id12882,12882,VIR
British Virgin Islands,842.0,2020-04-09,id12882,12882,VGB
San Marino,824.0,2020-04-09,id12882,12882,SMR
Anguilla,821.0,2020-04-09,id12882,12882,AIA
Belgium,1765.0,2020-06-11,id12883,12883,BEL
France,1733.0,2020-06-11,id12883,12883,FRA
Brazil,1712.0,2020-06-11,id12883,12883,BRA
England,1661.0,2020-06-11,id12883,12883,ENG
Uruguay,1645.0,2020-06-11,id12883,12883,URU
Croatia,1642.0,2020-06-11,id12883,12883,CRO
Portugal,1639.0,2020-06-11,id12883,12883,POR
Spain,1636.0,2020-06-11,id12883,12883,ESP
Argentina,1623.0,2020-06-11,id12883,12883,ARG
Colombia,1622.0,2020-06-11,id12883,12883,COL
Mexico,1621.0,2020-06-11,id12883,12883,MEX
Switzerland,1608.0,2020-06-11,id12883,12883,SUI
Italy,1607.0,2020-06-11,id12883,12883,ITA
Netherlands,1604.0,2020-06-11,id12883,12883,NED
Germany,1602.0,2020-06-11,id12883,12883,GER
Denmark,1598.0,2020-06-11,id12883,12883,DEN
Chile,1579.0,2020-06-11,id12883,12883,CHI
Sweden,1579.0,2020-06-11,id12883,12883,SWE
Poland,1559.0,2020-06-11,id12883,12883,POL
Senegal,1555.0,2020-06-11,id12883,12883,SEN
Peru,1544.0,2020-06-11,id12883,12883,PER
USA,1542.0,2020-06-11,id12883,12883,USA
Wales,1540.0,2020-06-11,id12883,12883,WAL
Ukraine,1537.0,2020-06-11,id12883,12883,UKR
Venezuela,1517.0,2020-06-11,id12883,12883,VEN
Austria,1507.0,2020-06-11,id12883,12883,AUT
Tunisia,1506.0,2020-06-11,id12883,12883,TUN
Japan,1500.0,2020-06-11,id12883,12883,JPN
Turkey,1494.0,2020-06-11,id12883,12883,TUR
Serbia,1494.0,2020-06-11,id12883,12883,SRB
Nigeria,1493.0,2020-06-11,id12883,12883,NGA
Slovakia,1490.0,2020-06-11,id12883,12883,SVK
IR Iran,1489.0,2020-06-11,id12883,12883,IRN
Republic of Ireland,1486.0,2020-06-11,id12883,12883,IRL
Algeria,1482.0,2020-06-11,id12883,12883,ALG
Northern Ireland,1476.0,2020-06-11,id12883,12883,NIR
Romania,1475.0,2020-06-11,id12883,12883,ROU
Russia,1470.0,2020-06-11,id12883,12883,RUS
Iceland,1465.0,2020-06-11,id12883,12883,ISL
Korea Republic,1464.0,2020-06-11,id12883,12883,KOR
Paraguay,1461.0,2020-06-11,id12883,12883,PAR
Australia,1457.0,2020-06-11,id12883,12883,AUS
Morocco,1456.0,2020-06-11,id12883,12883,MAR
Norway,1451.0,2020-06-11,id12883,12883,NOR
Czech Republic,1446.0,2020-06-11,id12883,12883,CZE
Costa Rica,1439.0,2020-06-11,id12883,12883,CRC
Ghana,1439.0,2020-06-11,id12883,12883,GHA
Jamaica,1438.0,2020-06-11,id12883,12883,JAM
Bosnia and Herzegovina,1430.0,2020-06-11,id12883,12883,BIH
Scotland,1422.0,2020-06-11,id12883,12883,SCO
Egypt,1420.0,2020-06-11,id12883,12883,EGY
Hungary,1416.0,2020-06-11,id12883,12883,HUN
Cameroon,1413.0,2020-06-11,id12883,12883,CMR
Greece,1409.0,2020-06-11,id12883,12883,GRE
Qatar,1396.0,2020-06-11,id12883,12883,QAT
Mali,1389.0,2020-06-11,id12883,12883,MLI
Congo DR,1389.0,2020-06-11,id12883,12883,COD
Finland,1386.0,2020-06-11,id12883,12883,FIN
Bulgaria,1381.0,2020-06-11,id12883,12883,BUL
Burkina Faso,1381.0,2020-06-11,id12883,12883,BFA
Côte d'Ivoire,1378.0,2020-06-11,id12883,12883,CIV
Honduras,1377.0,2020-06-11,id12883,12883,HON
Ecuador,1368.0,2020-06-11,id12883,12883,ECU
Montenegro,1365.0,2020-06-11,id12883,12883,MNE
Slovenia,1365.0,2020-06-11,id12883,12883,SVN
Albania,1356.0,2020-06-11,id12883,12883,ALB
Saudi Arabia,1351.0,2020-06-11,id12883,12883,KSA
North Macedonia,1347.0,2020-06-11,id12883,12883,MKD
